customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit,LTV
9606,"Franco, Miller and Kim",Tran,Kristen,(438)840-4211x7659,343 Maple Ave,Apt 9,Berlin,Saxony,20095,Germany,3389,7000.03,5027.8
9488,Martinez-Ruiz,Graham,Monique,001-454-466-5660x47258,123 Cedar St,,Atlanta,GA,30301,United States,1877,3573.61,5090.58
8802,Bennett-Taylor,Perry,Evan,+1-921-692-5603x981,134 Pine Dr,,Milwaukee,WI,53201,United States,2718,6744.67,4552.3
9648,"Roberts, Williams and Richards",Wilson,Scott,+1-982-897-4910x080,826 Oak St,Apt 49,Toulouse,Île-de-France,13000,France,1447,7818.71,4779.38
2495,Sanchez-Gross,Hart,Tyler,400-326-4833x8822,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,6823,3483.17,1310.41
7043,Williams-Hill,Smith,Ronnie,+1-424-271-7797,966 Park Ave,Apt 32,Naples,Campania,30100,Italy,7896,8342.62,1280.04
3165,"Hill, Berger and Ingram",Roman,Alexander,+1-917-329-5695x0263,890 Poplar Ave,Suite 20,Columbus,OH,43085,United States,8059,8425.09,5594.3
7006,Garcia and Sons,Johnson,Erik,+1-674-430-6890x88066,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,4575,1186.52,3338.43
3234,"Martinez, Miller and Rocha",Hernandez,Melanie,+1-670-924-2775x273,990 Maple Ave,Apt 7,Milan,Veneto,20100,Italy,3406,7133.85,2345.95
6284,Sanchez and Sons,Gutierrez,Colton,964-281-1720x264,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,8217,1260.99,1028.13
9832,Coleman PLC,Chang,Tara,(554)539-9939x6454,343 Maple Ave,Apt 9,Berlin,Saxony,20095,Germany,1683,2773.35,8850.46
5613,"Martin, Johnson and Ho",Simmons,Emily,476.335.0119x47673,987 Cedar Rd,,Philadelphia,PA,19101,United States,5795,9556.21,9552.13
2309,Dominguez-Mcgee,Russell,John,(824)545-6243x737,617 Park Ave,Apt 34,Leipzig,Hesse,04103,Germany,6944,1674.78,3242.46
6802,"Johnson, Garcia and Hawkins",Nelson,Tammy,(673)297-7413,920 Oak St,Apt 11,Milan,Campania,30100,Italy,3516,6733.69,9548.69
3447,Martinez PLC,Shannon,Angela,001-727-345-8392,717 Oak St,Apt 11,Hamburg,Hesse,10115,Germany,1950,1715.73,7385.2
2101,"Stephens, Davies and Hunt",Mason,Wesley,001-368-208-3106x409,110 Oak St,Apt 6,Marseille,Île-de-France,75000,France,6663,6083.49,7952.44
7411,Gentry Group,Griffin,Lisa,(815)864-0933x2687,920 Oak St,Apt 11,Milan,Campania,30100,Italy,9290,5438.09,2704.05
2929,"Howard, Turner and Torres",Lyons,Tiffany,7569515380,addressLine1,addressLine2,city,state,postalCode,country,1409,5780.63,9621.36
3985,Campbell Inc,Avery,Gina,001-351-621-4319,790 Maple Ave,Apt 34,Seville,Catalonia,41001,Spain,5510,4222.23,4431.94
6997,Henderson-Aguirre,Huerta,Laura,962-317-1162,134 Redwood Dr,,Jacksonville,FL,32201,United States,7012,5822.68,8160.36
8878,Mcfarland-Beard,Cole,Paul,001-797-679-8620x03265,654 Elm St,Apt 4C,Phoenix,AZ,85001,United States,8812,2510.03,2470.79
4770,"Moore, Barber and Travis",Stout,Rebecca,381.580.5856,753 Birch Cir,Suite 4,Portland,OR,97201,United States,4382,7219.26,1300.16
5064,"Roberts, Golden and Shelton",Mcconnell,Henry,+1-501-887-9639x447,460 Oak St,Apt 36,Milan,Piedmont,80100,Italy,2003,6666.58,3079.27
5534,"Mcgee, Rogers and Sullivan",Collins,Miranda,(360)792-9065,920 Oak St,Apt 11,Milan,Campania,30100,Italy,1696,9911.24,6042.34
7201,"Riley, Johnson and Patel",Bowman,Zachary,628.269.7843,608 Park Ave,Apt 2,Venice,Lombardy,00100,Italy,7024,7720.05,6749.32
3798,Williams-Graham,Alvarado,Elizabeth,+1-264-474-2662,793 Oak St,Apt 22,A Coruña,Madrid,08001,Spain,9934,9004.29,1853.23
6942,Taylor-Copeland,Patterson,Christopher,872-960-0864x4660,508 Maple Ave,Apt 35,Munich,Hamburg,04103,Germany,9926,3884.14,8040.71
6268,Moody-Evans,Rosales,Susan,(552)800-8725x432,456 Alder Ave,,Seattle,WA,98101,United States,5320,4612.28,1221.84
8683,Hernandez Inc,Jones,Christine,679.979.8091x9972,187 Oak St,Apt 39,Utrecht,Gelderland,6811,Netherlands,9366,1727.43,5752.65
8962,Brown-Flores,Garrett,Zachary,962-622-9650,134 Redwood Dr,,Jacksonville,FL,32201,United States,2378,2380.97,3540.23
4984,"Humphrey, Fields and Price",Mccall,Justin,229-293-5226x579,508 Maple Ave,Apt 35,Munich,Hamburg,04103,Germany,8448,8576.74,5511.68
9861,"Smith, Stokes and Sheppard",Marshall,Kimberly,5565238404,852 Maple Ave,,Cleveland,OH,44101,United States,2014,4400.28,2331.69
2415,"Payne, Kim and Williams",Castro,Heather,930-564-7357,47 Main St,Apt 17,Frankfurt,Hamburg,10115,Germany,6738,6726.57,3146.49
4086,"Miller, Moran and Combs",Carter,Matthew,(622)811-9235x662,893 Oak St,Apt 47,Naples,Lombardy,20100,Italy,1576,7650.53,6835.92
9376,"Parks, Smith and Smith",Romero,Matthew,432.348.6872x4191,321 Cypress Cir,,El Paso,TX,79901,United States,5743,7833.88,4964.59
4281,Rhodes-Clark,Burke,Nathan,001-682-225-3511x26249,890 Chestnut Ave,,Fresno,CA,93701,United States,2652,9892.04,2517.85
2528,Lee Group,Henderson,Jerry,(562)326-0350,262 Oak St,Apt 12,Marseille,Occitanie,31000,France,5715,6989.53,6523.7
1587,"Wolfe, Sanchez and Ponce",Wright,Spencer,482-629-1559,203 Oak St,Apt 28,Munich,Hamburg,10115,Germany,8914,2355.13,3301.06
1081,Marquez Group,Hill,Richard,245.512.4544,358 Main St,Apt 25,Hamburg,Hamburg,60311,Germany,8113,3958.04,2671.29
2351,Smith-Espinoza,Hunt,Linda,422.472.9234x4880,987 Dogwood Rd,,Minneapolis,MN,55401,United States,7050,4029.04,2605.5
3943,"Ramirez, Figueroa and Dawson",Thompson,Jaime,647.747.6051,49 Maple Ave,Apt 31,Milan,Piedmont,10100,Italy,4775,8100.59,1494.35
3384,Ortiz and Sons,Fuller,Jodi,(953)754-8072,608 Park Ave,Apt 2,Venice,Lombardy,00100,Italy,5395,2860.52,7048.29
1783,Sanchez-Sherman,Butler,Brandy,(248)375-5176x4864,456 Oak Ave,Suite 300,Los Angeles,CA,90001,United States,2509,8113.07,4439.28
5287,Davis-Dickson,Archer,Jennifer,(663)595-3409x618,761 Maple Ave,Apt 19,Milan,Lombardy,00100,Italy,5795,6098.76,4714.22
6920,Martinez Ltd,Harrison,Yesenia,+1-624-954-7638x46347,467 Cedar St,,Anaheim,CA,92801,United States,2741,8888.5,2701.85
3848,Chapman-Lang,Carter,Brenda,2528070316,407 Park Ave,Apt 15,Venice,Lombardy,80100,Italy,9645,1458.98,9411.38
6779,"Hernandez, Johnson and Andrews",Walker,Krystal,+1-815-241-8911x4026,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,7065,9523.93,1367.97
7820,Jordan LLC,Lee,Michael,534.228.8850,49 Oak St,Apt 1,Amsterdam,North Holland,3011,Netherlands,3022,7154.33,8913.06
9216,Rice-Brown,Parker,Cody,001-890-368-0891x120,262 Oak St,Apt 12,Marseille,Occitanie,31000,France,4002,4978.16,9351.83
9290,Howard Group,Garcia,Katherine,2358844242,852 Cedar Ave,,Las Vegas,NV,89101,United States,6204,1679.81,8904.65
7826,Phillips PLC,Dorsey,Brittney,900.650.8549,343 Maple Ave,Apt 9,Berlin,Saxony,20095,Germany,3410,9748.47,7895.53
4759,"Henderson, Gutierrez and Peterson",White,Ashley,784-564-7268x279,951 Oak St,Apt 7A,Tampa,FL,33601,United States,1769,1155.04,5492.15
2239,"Perez, Fletcher and Garza",Anderson,Robert,001-668-506-9469x04393,56 Maple Ave,Apt 27,Frankfurt,Hamburg,80331,Germany,5955,3251.46,8644.96
7461,"Mata, Huber and Stewart",Martin,Michael,001-258-360-7294x769,789 Pine Cir,,Raleigh,NC,27601,United States,9922,1217.02,8312.93
3702,Ruiz PLC,Merritt,Susan,+1-318-441-6484x52973,467 Sycamore St,Apt 12,San Francisco,CA,94101,United States,9713,1611.17,2393.67
9840,Evans LLC,Brown,Wendy,897.546.7951x6009,269 Maple Ave,Apt 21,Turin,Campania,80100,Italy,7837,2043.57,9810.52
7109,Jackson-Miller,Edwards,Linda,(807)592-0261,790 Maple Ave,Apt 34,Seville,Catalonia,41001,Spain,8821,3838.26,8311.98
1041,"Burke, Hicks and Marshall",Banks,Donna,642-478-9401x198,753 Birch Cir,Suite 4,Portland,OR,97201,United States,4764,7267.13,1373.35
8681,"Travis, Arnold and Robinson",Davis,Danny,7729878527,990 Maple Ave,Apt 7,Milan,Veneto,20100,Italy,9029,9602.78,8081.78
6627,Allison-Baker,Robinson,David,001-521-487-0221x3241,187 Oak St,Apt 39,Utrecht,Gelderland,6811,Netherlands,8134,7349.86,2281.58
8763,Williams-Estes,Morrow,Chad,861-352-1539x6699,907 Oak St,,Sacramento,CA,94203,United States,2917,6450.44,3615.65
3410,"Murphy, Wilson and Jacobs",Ferguson,Adam,(280)708-1116,159 Spruce Ln,,San Antonio,TX,78201,United States,8715,2929.16,7496.52
3772,"Lane, Mcmahon and Russell",Newton,Brooke,2353632690,123 Cedar St,,Atlanta,GA,30301,United States,4716,3185.1,5426.55
3220,Nelson-Oliver,Robinson,Christopher,+1-810-612-1468x149,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,2370,7166.65,2359.84
4109,Sandoval-Hurst,White,Joseph,(248)253-3994,747 Main St,Apt 13,Barcelona,Andalusia,15001,Spain,9258,8886.74,4339.57
3015,Jimenez Inc,Webb,Rachel,665-412-4815x5476,47 Main St,Apt 17,Frankfurt,Hamburg,10115,Germany,9911,4875.79,7052.69
4550,"Whitney, Bullock and Howe",Phillips,Tanya,(417)833-5886,674 Park Ave,Apt 6,Leipzig,Hamburg,20095,Germany,2775,4692.25,4415.05
4905,"Stephens, Cole and Olsen",Ayers,Judith,+1-426-337-5024x74065,907 Oak St,,Sacramento,CA,94203,United States,7138,6581.04,2395.85
7340,Rodriguez-Martin,Baird,Cynthia,293-914-4449x3603,987 Dogwood Rd,,Minneapolis,MN,55401,United States,5553,8604.52,2334.47
8051,"Bryant, Foster and Stewart",Walker,Gabrielle,552-388-1287,187 Park Ave,Apt 42,Munich,Saxony,80331,Germany,4165,4872.98,8930.27
7329,"Woodward, Lee and Hughes",Smith,Michael,423-900-9561,134 Redwood Dr,,Jacksonville,FL,32201,United States,7411,2263.55,8407.8
4827,"Medina, Warren and Dunn",Perry,Betty,+1-338-929-5985x76695,907 Oak St,,Sacramento,CA,94203,United States,3028,9408.95,9840.34
4383,Gomez-Kennedy,Gonzalez,Catherine,(585)920-7420x41419,134 Pine Ave,Suite 12,Bakersfield,CA,93301,United States,8845,9082.02,1145.5
7351,"Martin, Gay and Brandt",Gentry,Samantha,544.671.0928x039,339 Oak St,Apt 40,Utrecht,Limburg,3511,Netherlands,1828,2504.52,7213.82
1884,Harrington-Molina,Gilmore,Jennifer,001-565-339-3171,123 Maple St,Apt 2,New York,NY,10001,United States,3855,6691.72,9140.24
9632,"Luna, Thompson and Gould",Delacruz,Matthew,510.461.4337x446,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,4652,3646.81,1011.5
5092,"Lewis, Powell and Chang",Miller,Kimberly,582-778-8552x218,826 Oak St,Apt 49,Toulouse,Île-de-France,13000,France,6862,4914.9,1691.92
9483,"White, Anderson and Robinson",Wood,Amber,(233)973-1139,951 Oak St,,Louisville,KY,40201,United States,2472,1223.54,6684.77
7788,"Walker, Wood and Donovan",Dominguez,Steven,945-462-8555,753 Chestnut Cir,,New Orleans,LA,70112,United States,9296,3106.24,1190.37
2433,"Rhodes, James and Carlson",Leon,Sara,904-270-8494x846,600 Park Ave,Apt 2,Rotterdam,North Holland,3011,Netherlands,3081,6595.63,3564.63
1902,Clark Group,Malone,Jacob,001-456-866-8283x46119,343 Maple Ave,Apt 9,Berlin,Saxony,20095,Germany,1119,5039.1,8056.89
8562,Lopez Group,Gonzales,Kevin,8932080045,248 Birch Blvd,,Arlington,TX,76001,United States,2694,2412.41,2991.66
6800,Smith-Swanson,West,Matthew,315-304-9699x7236,654 Fir St,,Nashville,TN,37201,United States,9670,9786.33,4120.53
5848,"Brown, Wright and Gonzalez",Harris,Kathryn,001-606-681-0772x593,753 Chestnut Cir,,New Orleans,LA,70112,United States,2753,2755.04,2701.66
3101,"Riley, Gonzalez and Small",Mclean,Devin,(313)820-9580x27027,951 Oak St,,Louisville,KY,40201,United States,3729,9137.55,1812.31
1273,Gutierrez PLC,Williams,Nicole,(433)676-1213,248 Birch Blvd,,Arlington,TX,76001,United States,2547,5991.98,6505.26
4750,Barrera-Alexander,Macias,Francis,871-585-9976x1550,987 Dogwood Rd,,Minneapolis,MN,55401,United States,5706,2806.17,2565.23
6430,"Foster, Montoya and Davis",Anderson,Rachael,(461)517-6783x42536,49 Maple Ave,Apt 31,Milan,Piedmont,10100,Italy,2855,9207.65,6282.98
7899,Watson and Sons,Maldonado,Tammy,611.645.2093x216,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,5027,7479.43,8032.69
9776,"Martin, Curry and Beck",Willis,Tyler,924-366-9913x55139,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,2599,4554.98,7494.47
3530,"Snyder, Smith and Edwards",Wolf,Patrick,+1-288-889-4122x2188,237 Main St,Apt 35,Madrid,Valencia,15001,Spain,9345,3983.35,3159.49
1750,Stephens and Sons,Johnson,Bradley,712.708.3943x306,930 Main St,Apt 32,Utrecht,Utrecht,1012,Netherlands,1168,1092.17,8372.62
2511,Hooper Ltd,Brown,Nathan,001-713-559-4669,248 Maple Ct,,Baltimore,MD,21201,United States,8705,8449.42,8613.19
5619,Turner Group,Porter,Stephanie,001-687-604-6574x0639,987 Dogwood Rd,,Minneapolis,MN,55401,United States,7543,1451.71,2420.74
3609,Bell-Stewart,Wilcox,Luis,(446)782-0374x3912,852 Maple Ave,,Cleveland,OH,44101,United States,4801,4570.85,6985.98
3184,Lambert PLC,Wilson,Allison,272-325-4026,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,4053,6450.36,9385.77
1379,"White, Wilkerson and Dougherty",Ramirez,Julian,408-630-3775x93987,358 Main St,Apt 25,Hamburg,Hamburg,60311,Germany,2719,6408.86,4467.16
2925,"Nichols, Holt and Walker",Byrd,Brent,295.593.6365x93952,187 Park Ave,Apt 42,Munich,Saxony,80331,Germany,9434,3134.02,6172.88
3878,Smith Inc,Patrick,Christopher,802-708-3694x0080,893 Oak St,Apt 47,Naples,Lombardy,20100,Italy,2358,4883.06,7498.58
7107,Harris-Esparza,Hernandez,Randy,505-983-1839,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,7102,1163.31,5903.44
3078,Murphy and Sons,Conner,Aaron,+1-307-807-2623x77845,679 Spruce Ln,,Santa Ana,CA,92701,United States,6204,9841.23,4377.85
4882,"Harrison, Dean and Meadows",Lewis,Charles,001-849-724-4177x509,110 Oak St,Apt 6,Marseille,Île-de-France,75000,France,7246,8631.39,4932.17
3207,Juarez-Wade,Wheeler,Elizabeth,(647)290-7817x4217,248 Magnolia Ct,,Austin,TX,73301,United States,1947,4441.1,2087.19
1193,Jones-Graves,Jones,Rodney,874.566.6841x9250,159 Willow Ln,,Memphis,TN,38101,United States,2171,6193.92,8511.38
5895,"Howard, Hoffman and Miller",Smith,Christian,387.657.1942x81556,924 Main St,Apt 44,Frankfurt,Hamburg,20095,Germany,8061,8893.8,9026.01
8617,"Anderson, Johnson and Bond",Reynolds,Dawn,+1-479-420-1475,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,8896,9834.4,1848.98
7686,Williams LLC,Smith,Mark,(752)912-5104x9888,358 Main St,Apt 25,Hamburg,Hamburg,60311,Germany,5788,6655.24,5507.58
2349,Young-Thompson,Preston,Robert,001-217-277-7443,456 Alder Ave,,Seattle,WA,98101,United States,8491,3259.98,9112.6
9111,Jacobs-Sharp,Frederick,Karen,+1-409-673-9160x7566,761 Maple Ave,Apt 19,Milan,Lombardy,00100,Italy,8350,3049.27,2061.24
8910,Gonzalez-Walker,Jones,Stephanie,001-258-827-0745x4539,600 Park Ave,Apt 2,Rotterdam,North Holland,3011,Netherlands,3947,5103.82,8446.31
4686,Burton LLC,Weiss,Sara,703.402.5047x190,467 Sycamore St,Apt 12,San Francisco,CA,94101,United States,3806,3149.89,3058.89
2424,"Durham, Vargas and Turner",Marquez,Daniel,9608542830,679 Redwood Ln,Unit 2C,Tucson,AZ,85701,United States,4023,2866.83,8760.1
2144,Gould-Liu,Williams,Haley,+1-725-737-3128,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,6496,7449.72,4440.16
9736,Grant Inc,Moore,Bryan,899.440.1484,98 Park Ave,Apt 35,Amsterdam,Gelderland,1012,Netherlands,6357,2521.4,9206.99
3968,"Fletcher, Black and Morales",Hodge,Denise,+1-358-704-1919x948,608 Park Ave,Apt 2,Venice,Lombardy,00100,Italy,9375,2728.43,6725.85
8754,Rodriguez-Le,Arnold,Chad,932-571-7838,753 Birch Cir,Suite 4,Portland,OR,97201,United States,7660,6834.07,7360.96
1743,Brown-Martinez,Smith,Jill,(454)251-7706,159 Willow Ln,,Memphis,TN,38101,United States,5354,7490.68,3050.28
6446,Jimenez Inc,Singh,Tina,(883)595-3645x47227,951 Oak St,,Louisville,KY,40201,United States,5584,6415.47,2217.48
9882,Moreno PLC,Dawson,Laura,352.417.8003,600 Park Ave,Apt 2,Rotterdam,North Holland,3011,Netherlands,8567,2618.64,1753.97
6749,Wang Group,Kramer,Justin,(553)263-5262,248 Magnolia Ct,,Austin,TX,73301,United States,4089,4936.46,1021.26
7862,Harmon LLC,Ryan,Alexander,262.707.7583,203 Oak St,Apt 28,Munich,Hamburg,10115,Germany,6230,4185.65,1334.6
2146,"Williams, Hernandez and Haynes",Nelson,Ryan,+1-683-429-3920x262,654 Redwood St,Unit 8,Colorado Springs,CO,80901,United States,6181,9950.89,9900.44
6004,"Wright, Hawkins and Cardenas",Wise,Michael,733-666-1980,358 Main St,Apt 25,Hamburg,Hamburg,60311,Germany,8557,9412.0,5877.33
3884,"Johnson, Chang and Le",Henderson,Sean,+1-916-268-9171x704,456 Oak Ave,Suite 300,Los Angeles,CA,90001,United States,7164,5138.65,8420.02
8869,Simmons-Melton,Patel,Kevin,001-515-649-5509x731,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,9551,3575.9,1146.14
3994,"Morris, Charles and Snyder",Glenn,Molly,753.891.7944,617 Park Ave,Apt 34,Leipzig,Hesse,04103,Germany,9183,6723.53,4054.97
4767,Roberts and Sons,Butler,John,649.904.7509,951 Oak St,Apt 7A,Tampa,FL,33601,United States,8605,7214.61,6799.85
3006,Smith-Lee,Rodriguez,Zachary,589.338.7776,652 High St,Apt 34,Bordeaux,Île-de-France,31000,France,7508,3103.97,2810.51
1768,"Blackwell, Levine and Sanders",Hall,Carlos,001-728-453-3950x978,339 Oak St,Apt 40,Utrecht,Limburg,3511,Netherlands,7401,3106.96,2919.22
3965,Sullivan-Rollins,Garcia,Michael,(911)730-1006x8300,789 Pine Dr,Unit 5B,Chicago,IL,60601,United States,3548,6174.87,2308.07
1389,Perez and Sons,Johnson,Mark,(394)994-4850,296 Maple Ave,Apt 6,Seville,Catalonia,41001,Spain,2887,9906.67,6730.14
5130,Blair Inc,Johnson,Tracy,(331)952-6037x866,617 Park Ave,Apt 34,Leipzig,Hesse,04103,Germany,6549,9543.95,1634.89
1842,"George, Madden and Hopkins",Adams,Vanessa,(545)556-7137,47 Main St,Apt 17,Frankfurt,Hamburg,10115,Germany,3694,6330.51,2447.74
1213,Cooper Ltd,Brown,Samantha,7096899014,893 Oak St,Apt 47,Naples,Lombardy,20100,Italy,9339,5845.58,1075.53
1805,"Scott, Lewis and Williams",Keller,Hannah,+1-756-308-1246x03695,852 Palm Ave,,Dallas,TX,75201,United States,2075,3748.09,2418.03
6960,Kelly-Davis,Brown,Alex,335.877.3854x4370,159 Sycamore Ln,,Wichita,KS,67201,United States,1250,5312.94,1612.96
8711,Moore-Wilson,Patrick,Jason,620.899.0933x6055,617 Park Ave,Apt 34,Leipzig,Hesse,04103,Germany,9571,3005.9,8597.81
5395,"Cruz, Maldonado and Hayes",Hall,Dominique,001-469-915-3334x1786,987 Dogwood Rd,,Minneapolis,MN,55401,United States,1786,6527.4,1025.67
7468,Martin-Brewer,Barnes,Terri,729.781.9826,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,1980,7538.86,3777.55
6862,Decker-Clark,Long,Louis,001-945-591-6392,890 Chestnut Ave,,Fresno,CA,93701,United States,3207,9134.19,4004.97
4833,"Gutierrez, Barker and Mcmillan",Davis,Brian,(663)227-5031x82690,789 Maple Dr,Apt 3B,Denver,CO,80201,United States,8319,3017.66,3261.68
6518,Warren-Estrada,Davis,Sarah,001-663-683-1920,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,8237,9940.36,7473.16
8691,Lane-Glenn,Pitts,Crystal,(350)538-1611x49502,467 Spruce St,Apt 5,Albuquerque,NM,87101,United States,5855,1490.47,3143.34
8643,"Torres, Powell and Fletcher",Clark,Kelly,+1-991-738-7405x8071,248 Maple Ct,,Baltimore,MD,21201,United States,8138,1320.46,4114.12
8193,"Garcia, Smith and Davis",Elliott,Jesus,(372)683-5867x500,790 Maple Ave,Apt 34,Seville,Catalonia,41001,Spain,4020,8312.41,2423.11
3340,Rodriguez LLC,Lopez,Amanda,907-946-6003x43663,123 Maple St,Apt 2,New York,NY,10001,United States,2144,8712.88,2837.12
4359,"Calderon, Dyer and Thompson",Jennings,Seth,(915)458-4994x1831,679 Redwood Ln,Unit 2C,Tucson,AZ,85701,United States,7224,2190.71,3257.54
7454,"Flores, Foster and Torres",Smith,Bonnie,001-847-509-4995x99598,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,6706,3052.35,3695.33
8838,Barnett-Barry,Davis,Karen,2939803361,852 Palm Ave,,Dallas,TX,75201,United States,5346,7994.59,4493.45
8153,Molina-Williams,Wilkerson,Katherine,456-657-1238,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,4616,8888.09,3859.36
7382,"Jackson, Mcdaniel and Mitchell",Crawford,Charles,(303)467-3848,339 Oak St,Apt 40,Utrecht,Limburg,3511,Netherlands,5516,6493.24,4483.16
9152,"Shelton, King and Rodriguez",Richards,Lisa,(228)286-9410x69677,395 Park Ave,Apt 43,Rome,Veneto,00100,Italy,8855,9151.48,8092.9
1646,Smith PLC,Rodriguez,Garrett,001-903-564-6816x9617,852 Cedar Ave,,Las Vegas,NV,89101,United States,8759,5404.51,1828.49
6348,"Williams, Sanchez and Clark",Sanchez,Andrew,(610)762-2814,987 Cedar Rd,,Philadelphia,PA,19101,United States,7966,2027.38,5755.68
5993,Ross-Ortega,Lee,Timothy,870.384.1820x1792,852 Palm Ave,,Dallas,TX,75201,United States,4194,7515.55,9863.71
6048,"Adams, Stone and Perez",Mendez,Heather,001-242-991-5087x45926,134 Redwood Dr,,Jacksonville,FL,32201,United States,4571,7230.01,5015.21
7312,James-Davidson,Simpson,Scott,+1-286-368-0199x06047,159 Willow Ln,,Memphis,TN,38101,United States,5503,5965.76,8671.06
5540,Sherman PLC,Elliott,Jeremiah,001-710-910-1541x0972,654 Redwood St,Unit 8,Colorado Springs,CO,80901,United States,3725,4464.27,1073.42
7380,Boyd-Robertson,Walker,Lori,+1-333-832-7922x820,852 Cedar Ave,,Las Vegas,NV,89101,United States,6418,9354.39,6811.39
1981,"Garcia, Howard and Lee",Gibbs,Jessica,+1-410-449-5907x16047,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,3988,2220.3,3915.0
9986,"Cooley, Mcmillan and Woods",Dixon,Rebecca,817-963-0540x49489,852 Cedar Ave,,Las Vegas,NV,89101,United States,8945,8034.75,3787.61
9980,Lewis Inc,Cunningham,Tammy,669-742-5900x46641,460 Oak St,Apt 36,Milan,Piedmont,80100,Italy,6801,2125.88,2578.15
5819,Turner PLC,Anderson,Laura,793.895.5429x3527,321 Spruce Dr,,Omaha,NE,68101,United States,6152,2852.97,6756.24
7142,Thomas and Sons,Martinez,Pamela,706-705-1553x5835,159 Sycamore Ln,,Wichita,KS,67201,United States,4969,1201.72,6202.18
3459,Fleming-Erickson,Collins,Kristen,(369)609-6415x25083,248 Maple Ct,,Baltimore,MD,21201,United States,7238,1007.7,7388.02
3467,"Smith, Collins and Smith",Hansen,Pam,725.713.3171x77649,159 Willow Ln,,Memphis,TN,38101,United States,5486,8298.36,3334.81
4476,Nelson Group,Phillips,Bethany,001-342-208-6409x8995,920 Oak St,Apt 11,Milan,Campania,30100,Italy,1862,6450.81,3327.87
2231,"Nguyen, Hernandez and Ingram",Davidson,Lisa,637.227.4707x2683,596 Park Ave,Apt 41,Madrid,Catalonia,28001,Spain,4319,9205.34,9968.18
7132,Evans-Thompson,Coffey,Courtney,001-468-988-6036,717 Oak St,Apt 11,Hamburg,Hesse,10115,Germany,2360,2960.62,9564.33
7871,Rodriguez Inc,Mclean,Nicholas,423.755.3147x22290,321 Spruce Dr,,Omaha,NE,68101,United States,9836,4424.8,6555.31
7541,Schultz PLC,Smith,Jerome,299.295.7799,467 Cedar St,,Anaheim,CA,92801,United States,6013,7918.67,9623.4
6963,"Donovan, Williams and Olsen",Martinez,Walter,(936)643-0520x06865,966 Park Ave,Apt 32,Naples,Campania,30100,Italy,8981,4737.26,1619.37
8362,Young-Johnson,Taylor,Nancy,749-751-3949x7652,321 Cypress Cir,,El Paso,TX,79901,United States,6800,8357.13,1274.66
8348,West-Snow,Miller,Erik,(270)296-5486,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,3226,4168.01,9103.96
1876,Rodriguez-Wood,Rodriguez,Kimberly,(221)904-9246x947,123 Chestnut St,,Detroit,MI,48201,United States,1458,7451.31,1361.97
5451,Smith-Mays,Lynch,Destiny,665.576.6524,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,5061,6211.23,2743.99
4391,Vega-Hernandez,Juarez,Katherine,+1-237-369-2385x0771,358 Main St,Apt 25,Hamburg,Hamburg,60311,Germany,9190,3623.58,1929.22
4484,"Jordan, Bowen and Bell",Molina,Carla,945.204.6236,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,3106,1258.24,1714.18
4057,Smith-Evans,Wagner,Lisa,201-269-3072x57238,930 Main St,Apt 32,Utrecht,Utrecht,1012,Netherlands,9260,1486.66,9115.54
5167,Parker Inc,Glass,Jesse,+1-966-477-5912x402,987 Juniper Rd,,Boston,MA,02101,United States,1311,2575.0,8210.63
1829,"Petty, Vazquez and Salas",Raymond,Brent,+1-202-911-1127x361,990 Maple Ave,Apt 7,Milan,Veneto,20100,Italy,2449,9603.84,4141.88
2326,Stanley Ltd,Cobb,John,403-423-5278x535,123 Cedar St,,Atlanta,GA,30301,United States,3055,9758.16,3844.94
7245,Davis-Craig,Wagner,Monica,4659156976,753 Birch Cir,Suite 4,Portland,OR,97201,United States,7122,2902.71,2732.69
3870,"Wolf, Roberson and Daniels",Lowery,Christopher,793-663-6344x213,596 Park Ave,Apt 41,Madrid,Catalonia,28001,Spain,5469,8541.84,7613.08
8434,Watson Group,Fowler,Jennifer,(727)844-0396x47349,460 Oak St,Apt 36,Milan,Piedmont,80100,Italy,3500,3276.86,8610.37
